235	36	23	11	37	47	10
236	35	58	14	117	127	10
237	21	79	8	143	153	10
238	56	99	5	41	51	10
239	92	93	8	134	144	10
240	69	60	16	83	93	10
241	37	100	31	44	54	10
242	85	30	9	85	95	10
243	46	68	5	97	107	10
244	73	55	5	31	41	10
245	36	97	7	132	142	10
246	45	94	18	69	79	10
247	2	95	16	32	42	10
248	45	16	1	117	127	10
249	58	44	27	51	61	10
250	20	86	36	165	175	10
251	69	37	30	108	118	10
252	65	4	13	124	134	10
253	77	24	10	88	98	10
254	68	36	9	52	62	10
255	49	56	14	95	105	10
256	95	56	18	140	150	10
257	41	72	2	136	146	10
258	75	22	6	130	140	10
259	52	98	7	101	111	10
260	53	82	18	200	210	10
261	79	84	28	18	28	10
262	25	84	3	162	172	10
263	29	82	13	76	86	10
264	12	76	19	58	68	10
265	34	92	10	34	44	10
266	7	72	9	73	83	10
267	39	97	20	51	61	10
268	59	82	25	127	137	10
269	26	54	25	83	93	10
270	99	29	36	142	152	10
271	16	81	6	50	60	10
272	90	63	5	182	192	10
273	65	64	15	77	87	10
274	29	1	25	35	45	10
275	72	36	9	78	88	10
276	31	72	8	149	159	10
277	29	7	18	69	79	10
278	32	23	13	73	83	10
279	67	86	14	179	189	10
280	26	58	3	96	106	10
281	39	85	23	92	102	10
282	66	66	6	182	192	10
283	63	81	26	94	104	10
284	74	10	16	55	65	10
285	18	35	11	44	54	10
286	55	1	7	101	111	10
287	99	90	41	91	101	10
288	6	55	35	94	104	10
289	93	46	26	93	103	10
290	5	24	9	74	84	10
291	75	7	15	176	186	10
292	15	47	3	95	105	10
293	33	58	1	160	170	10
294	28	57	2	18	28	10
295	44	62	22	188	198	10
296	93	39	27	100	110	10
297	77	6	20	39	49	10
298	31	27	11	135	145	10
299	9	32	12	133	143	10
300	18	48	10	58	68	10
301	60	86	9	83	93	10
302	39	30	17	185	195	10
303	20	65	0	0	230	10
304	94	31	10	161	171	10
305	89	100	7	50	60	10
306	87	9	13	116	126	10
307	40	84	19	149	159	10
308	94	0	26	34	44	10
309	84	41	3	99	109	10
310	10	63	5	81	91	10
311	2	10	9	95	105	10
312	50	15	16	97	107	10
313	85	15	16	124	134	10
314	96	92	12	67	77	10
315	49	83	19	63	73	10
316	13	7	23	159	169	10
317	72	12	20	32	42	10
318	37	8	8	61	71	10
319	57	83	19	75	85	10
320	6	31	2	157	167	10
321	13	28	12	87	97	10
322	27	12	17	76	86	10
323	88	75	9	126	136	10
324	97	53	11	62	72	10
325	40	24	18	97	107	10
326	59	43	29	68	78	10
327	41	31	3	153	163	10
328	7	56	6	172	182	10
329	62	54	17	132	142	10
330	9	25	16	37	47	10
331	3	27	16	39	49	10
332	49	63	9	63	73	10
333	56	64	21	71	81	10
334	69	51	27	50	60	10
335	24	76	23	141	151	10
336	6	25	11	37	47	10
337	13	29	14	117	127	10
338	80	92	8	143	153	10
339	46	2	5	41	51	10
340	87	3	8	134	144	10
341	32	19	16	83	93	10
342	13	35	31	44	54	10
343	83	23	9	85	95	10
344	5	35	5	97	107	10
345	99	35	5	31	41	10
346	37	70	7	132	142	10
347	75	97	18	69	79	10
348	14	12	16	32	42	10
349	72	67	1	117	127	10
350	79	39	27	51	61	10
351	10	94	36	165	175	10
352	44	34	30	108	118	10
353	61	78	13	124	134	10
354	12	72	10	88	98	10
355	34	27	9	52	62	10
356	44	84	14	95	105	10
357	32	5	18	140	150	10
358	51	18	2	136	146	10
359	16	61	6	130	140	10
360	33	17	7	101	111	10
361	44	38	18	200	210	10
362	13	21	28	18	28	10
363	9	53	3	162	172	10
364	86	100	13	76	86	10
365	63	19	19	58	68	10
366	9	94	10	34	44	10
367	33	89	9	73	83	10
368	32	21	20	51	61	10
369	60	69	25	127	137	10
370	65	67	25	83	93	10
371	2	44	36	142	152	10
372	1	36	6	50	60	10
373	17	16	5	182	192	10
374	57	51	15	77	87	10
375	60	5	25	35	45	10
376	91	42	9	78	88	10
377	3	100	8	149	159	10
378	69	60	18	69	79	10
379	63	57	13	73	83	10
380	30	43	14	179	189	10
381	48	7	3	96	106	10
382	63	26	23	92	102	10
383	90	44	6	182	192	10
384	79	63	26	94	104	10
385	75	24	16	55	65	10
386	75	37	11	44	54	10
387	53	69	7	101	111	10
388	16	37	41	91	101	10
389	88	46	35	94	104	10
390	2	26	26	93	103	10
391	21	98	9	74	84	10
392	66	91	15	176	186	10
393	22	64	3	95	105	10
394	94	32	1	160	170	10
395	65	43	2	18	28	10
396	54	21	22	188	198	10
397	56	50	27	100	110	10
398	56	79	20	39	49	10
399	9	79	11	135	145	10
400	29	18	12	133	143	10
401	75	33	10	58	68	10
402	19	5	9	83	93	10
403	85	12	17	185	195	10
404	63	78	0	0	230	10
405	90	35	10	161	171	10
406	49	5	7	50	60	10
407	9	92	13	116	126	10
408	23	42	19	149	159	10
409	41	36	26	34	44	10
410	7	49	3	99	109	10
411	52	82	5	81	91	10
412	65	64	9	95	105	10
413	98	33	16	97	107	10
414	82	33	16	124	134	10
415	51	34	12	67	77	10
416	58	42	19	63	73	10
417	32	6	23	159	169	10
418	16	81	20	32	42	10
419	70	20	8	61	71	10
420	22	58	19	75	85	10
421	91	29	2	157	167	10
422	35	5	12	87	97	10
423	79	0	17	76	86	10
424	90	78	9	126	136	10
425	9	21	11	62	72	10
426	56	94	18	97	107	10
427	86	18	29	68	78	10
428	40	25	3	153	163	10
429	61	53	6	172	182	10
430	40	9	17	132	142	10
431	29	92	16	37	47	10
432	59	27	16	39	49	10
433	87	9	9	63	73	10
434	96	41	21	71	81	10
435	27	93	27	50	60	10
436	30	8	23	141	151	10
437	47	96	11	37	47	10
438	41	79	14	117	127	10
439	86	29	8	143	153	10
440	78	40	5	41	51	10
441	96	15	8	134	144	10
442	4	24	16	83	93	10
443	55	97	31	44	54	10
444	93	90	9	85	95	10
445	99	33	5	97	107	10
446	46	55	5	31	41	10
447	60	13	7	132	142	10
448	61	60	18	69	79	10
449	61	74	16	32	42	10
450	21	76	1	117	127	10
451	43	84	27	51	61	10
452	47	11	36	165	175	10
453	10	81	30	108	118	10
454	34	69	13	124	134	10
455	65	4	10	88	98	10
456	14	19	9	52	62	10
457	81	77	14	95	105	10
458	89	15	18	140	150	10
459	79	74	2	136	146	10
460	71	49	6	130	140	10
461	35	63	7	101	111	10
462	73	74	18	200	210	10
463	10	9	28	18	28	10
464	77	36	3	162	172	10
465	0	59	13	76	86	10
466	72	22	19	58	68	10
467	4	88	10	34	44	10
468	9	4	9	73	83	10
469	5	22	20	51	61	10
470	65	31	25	127	137	10
471	30	95	25	83	93	10
472	32	47	36	142	152	10
473	52	48	6	50	60	10
474	16	90	5	182	192	10
475	53	100	15	77	87	10
476	6	66	25	35	45	10
477	61	74	9	78	88	10
478	66	98	8	149	159	10
479	39	34	18	69	79	10
480	24	55	13	73	83	10
481	27	21	14	179	189	10
482	15	7	3	96	106	10
483	37	20	23	92	102	10
484	34	67	6	182	192	10
485	26	82	26	94	104	10
486	95	32	16	55	65	10
487	58	18	11	44	54	10
488	12	84	7	101	111	10
489	86	46	41	91	101	10
490	74	42	35	94	104	10
491	63	9	26	93	103	10
492	25	12	9	74	84	10
493	97	88	15	176	186	10
494	100	62	3	95	105	10
495	39	73	1	160	170	10
496	92	15	2	18	28	10
497	46	9	22	188	198	10
498	45	8	27	100	110	10
499	42	90	20	39	49	10
500	74	96	11	135	145	10
